value,datasourceId,variable,field,runId
0,crispr,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,pValueExponent,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,pathways_id,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,pathways_name,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,projectId,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,publicationYear,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,reactionId,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,reactionName,21.09.1-pre
1846,crispr,evidenceFieldNotNullCountByDatasource,resourceScore,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,studyCases,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,studyId,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,studyOverview,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,studySampleSize,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,studyStartDate,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,studyStopReason,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,targetFromSource,21.09.1-pre
1846,crispr,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,targetInModel,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,targetInModelId,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,targetModulation,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,urls_niceName,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,urls_url,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,variantId,21.09.1-pre
0,crispr,evidenceFieldNotNullCountByDatasource,variantRsId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,alleleOrigins,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,beta,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biologicalModelId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biomarkerName,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_id,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_name,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biomarkers_variant_functionalConsequenceId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biomarkers_variant_id,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biomarkers_variant_name,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,cohortDescription,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,cohortId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,cohortShortName,21.09.1-pre
35645,uniprot_variants,evidenceFieldNotNullCountByDatasource,confidence,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,contrast,21.09.1-pre
35645,uniprot_variants,evidenceFieldNotNullCountByDatasource,datatypeId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.09.1-pre
35645,uniprot_variants,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.09.1-pre
35645,uniprot_variants,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.09.1-pre
35289,uniprot_variants,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,drugFromSource,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,drugId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,drugResponse,21.09.1-pre
35645,uniprot_variants,evidenceFieldNotNullCountByDatasource,literature,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,oddsRatio,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,pValueExponent,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,pathways_id,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,pathways_name,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,projectId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,publicationYear,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,reactionId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,reactionName,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,resourceScore,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,studyCases,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,studyId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,studyOverview,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,studySampleSize,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,studyStartDate,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,studyStopReason,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,targetFromSource,21.09.1-pre
35645,uniprot_variants,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,targetInModel,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,targetInModelId,21.09.1-pre
35645,uniprot_variants,evidenceFieldNotNullCountByDatasource,targetModulation,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,urls_niceName,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,urls_url,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.09.1-pre
35645,uniprot_variants,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.09.1-pre
0,uniprot_variants,evidenceFieldNotNullCountByDatasource,variantId,21.09.1-pre
35645,uniprot_variants,evidenceFieldNotNullCountByDatasource,variantRsId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,alleleOrigins,21.09.1-pre
19753,genomics_england,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,beta,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biologicalModelId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biomarkerName,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_id,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_name,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biomarkers_variant_functionalConsequenceId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biomarkers_variant_id,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biomarkers_variant_name,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,cohortDescription,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,cohortId,21.09.1-pre
19793,genomics_england,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,cohortShortName,21.09.1-pre
19793,genomics_england,evidenceFieldNotNullCountByDatasource,confidence,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,contrast,21.09.1-pre
19793,genomics_england,evidenceFieldNotNullCountByDatasource,datatypeId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.09.1-pre
19793,genomics_england,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.09.1-pre
19793,genomics_england,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,drugFromSource,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,drugId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,drugResponse,21.09.1-pre
12043,genomics_england,evidenceFieldNotNullCountByDatasource,literature,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,oddsRatio,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,pValueExponent,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,pathways_id,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,pathways_name,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,projectId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,publicationYear,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,reactionId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,reactionName,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,resourceScore,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,studyCases,21.09.1-pre
19793,genomics_england,evidenceFieldNotNullCountByDatasource,studyId,21.09.1-pre
19793,genomics_england,evidenceFieldNotNullCountByDatasource,studyOverview,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,studySampleSize,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,studyStartDate,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,studyStopReason,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,targetFromSource,21.09.1-pre
19793,genomics_england,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,targetInModel,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,targetInModelId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,targetModulation,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,urls_niceName,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,urls_url,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,variantId,21.09.1-pre
0,genomics_england,evidenceFieldNotNullCountByDatasource,variantRsId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,alleleOrigins,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,beta,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalLower,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,betaConfidenceIntervalUpper,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biologicalModelId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biomarkerName,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_id,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biomarkers_geneExpression_name,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biomarkers_variant_functionalConsequenceId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biomarkers_variant_id,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biomarkers_variant_name,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,biosamplesFromSource,21.09.1-pre
623666,chembl,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.09.1-pre
522056,chembl,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,cohortDescription,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,cohortId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,cohortShortName,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,confidence,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,contrast,21.09.1-pre
623666,chembl,evidenceFieldNotNullCountByDatasource,datatypeId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.09.1-pre
601257,chembl,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.09.1-pre
619862,chembl,evidenceFieldNotNullCountByDatasource,diseaseFromSourceMappedId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,drugFromSource,21.09.1-pre
623666,chembl,evidenceFieldNotNullCountByDatasource,drugId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,drugResponse,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,literature,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,oddsRatio,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalLower,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,oddsRatioConfidenceIntervalUpper,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,pValueExponent,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,pathways_id,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,pathways_name,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,projectId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,publicationYear,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,reactionId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,reactionName,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,resourceScore,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,studyCases,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,studyId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,studyOverview,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,studySampleSize,21.09.1-pre
518640,chembl,evidenceFieldNotNullCountByDatasource,studyStartDate,21.09.1-pre
63535,chembl,evidenceFieldNotNullCountByDatasource,studyStopReason,21.09.1-pre
623666,chembl,evidenceFieldNotNullCountByDatasource,targetFromSource,21.09.1-pre
623666,chembl,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,targetInModel,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,targetInModelId,21.09.1-pre
0,chembl,evidenceFieldNotNullCountByDatasource,targetModulation,21.09.1-pre
623666,chembl,evidenceFieldNotNullCountByDatasource,urls_niceName,21.09.1-pre
623666,chembl,evidenceFieldNotNullCountByDatasource,urls_url,21.09.1-pre
